Metric,Period type,Period,Policy type,Issue,Task type,Task,Location,Market,Result
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Cambodia,0.992
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,United Kingdom,0.903
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Vietnam,0.974
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Integrity & Authenticity,All,All,Market,Nigeria,0.628
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Mental & Behavioral Health,All,All,Market,Iraq,0.969
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Mental & Behavioral Health,All,All,Market,Spain,0.782
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Regulated Goods & Commercial Activities,All,All,Market,Vietnam,0.8759999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Safety & Civility,All,All,Market,Argentina,0.669
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Safety & Civility,All,All,Market,Ecuador,0.823
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Safety & Civility,All,All,Market,Philippines,0.8759999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Misinformation,All,All,Market,Peru,0.754
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Saudi Arabia,0.997
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Lebanon,0.952
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Mental & Behavioral Health - Dangerous Activities & Challenges,All,All,Market,Libya,0.971
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Laos,0.926
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Egypt,0.519
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Iraq,0.954
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Poland,0.7170000000000001
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Harassment & Bullying,All,All,Market,Spain,0.733
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Argentina,0.753
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Ecuador,0.83
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Philippines,0.942
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,Vietnam,0.2269999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Pakistan,0.4039999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Israel,0.6679999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,France,0.7959999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Pakistan,0.897
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Bangladesh,0.91
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Turkey,0.8190000000000001
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Laos,0.192
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Saudi Arabia,0.286
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,All,All,All,All,Market,France,0.882
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Policy,Integrity & Authenticity,All,All,Market,Saudi Arabia,0.87
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Policy,Mental & Behavioral Health,All,All,Market,Netherlands,0.938
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Policy,Safety & Civility,All,All,Market,Indonesia,0.894
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Policy,Safety & Civility,All,All,Market,Peru,0.927
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Policy,Sensitive & Mature Themes,All,All,Market,Pakistan,0.956
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Argentina,0.897
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Ecuador,0.971
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Mental & Behavioral Health - Suicide & Self-Harm,All,All,Market,Philippines,0.966
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,France,0.949
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Pakistan,0.964
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Egypt,0.933
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Firearms & Dangerous Weapons,All,All,Market,Japan,0.91
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Germany,0.922
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Gambling,All,All,Market,Poland,0.853
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Indonesia,0.845
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Myanmar,0.932
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,South Korea,0.863
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Myanmar,0.974
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Colombia,0.805
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Singapore,0.8909999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Pakistan,0.916
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Turkey,0.973
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Japan,0.728
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Sexually Suggestive Content,All,All,Market,Thailand,0.6809999999999999
Removal rate within 24 hours,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,United Arab Emirates,0.863
Total videos removed,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Azerbaijan,903041.0
Total videos removed,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Nepal,916444.0
Total videos removed,Quarterly,Oct-Dec 2023,All,All,task_type,Automation,Market,France,837346.0
Total videos removed,Quarterly,Oct-Dec 2023,All,All,task_type,Automation,Market,Pakistan,14019853.0
Video: Removal rate of published,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Dominican Republic,0.0069999999999999
Video: Removal rate of published,Quarterly,Oct-Dec 2023,All,All,All,All,Market,Poland,0.01
Category share,Quarterly,Oct-Dec 2023,Policy,Privacy & Security,All,All,Market,Libya,0.03
Category share,Quarterly,Oct-Dec 2023,Policy,Sensitive & Mature Themes,All,All,Market,Lebanon,0.17
Category share,Quarterly,Oct-Dec 2023,Policy,Sensitive & Mature Themes,All,All,Market,Morocco,0.209
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Misinformation,All,All,Market,Romania,0.795
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Iraq,0.546
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Spain,0.129
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Lebanon,1.0
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Morocco,1.0
Category share,Quarterly,Oct-Dec 2023,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Brazil,0.243
Category share,Quarterly,Oct-Dec 2023,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Libya,0.059
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Azerbaijan,0.083
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Nepal,0.012
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Canada,0.013
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,United Kingdom,0.012
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,Kazakhstan,0.075
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Australia,0.063
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Germany,0.089
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Malaysia,0.342
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Italy,0.0139999999999999
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Canada,0.127
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,United States,0.089
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Argentina,0.067
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Italy,0.048
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,All,All,0.26
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Netherlands,0.526
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Morocco,0.069
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Shocking & Graphic Content,All,All,Market,Indonesia,0.19
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Algeria,0.07
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Malaysia,0.1119999999999999
Category share,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Nudity & Body Exposure,All,All,Market,Thailand,0.083
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Integrity & Authenticity,All,All,Market,Australia,0.942
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Privacy & Security,All,All,Market,Azerbaijan,0.961
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Privacy & Security,All,All,Market,Nepal,0.996
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Regulated Goods & Commercial Activities,All,All,All,All,0.977
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Sensitive & Mature Themes,All,All,Market,Algeria,0.988
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Sensitive & Mature Themes,All,All,Market,Israel,0.971
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Sensitive & Mature Themes,All,All,Market,Thailand,0.962
Proactive removal rate,Quarterly,Oct-Dec 2023,Policy,Youth Safety & Well-Being,All,All,Market,Italy,0.983
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Civic & Election Integrity,All,All,All,All,0.988
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Brazil,0.935
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Lebanon,0.999
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Algeria,0.995
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Germany,0.953
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Malaysia,0.987
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Privacy & Security - Personal Information,All,All,Market,Thailand,0.993
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,"Regulated Goods & Commercial Activities - Alcohol, Tobacco & Drugs",All,All,Market,Ukraine,0.903
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Colombia,0.912
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Frauds & Scams,All,All,Market,Romania,0.735
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Regulated Goods & Commercial Activities - Trade of Regulated Goods & Services,All,All,Market,Vietnam,0.908
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Hate Speech & Hateful Behavior,All,All,Market,France,0.902
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Human Exploitation,All,All,Market,Bangladesh,0.981
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sexual Exploitation & Gender-Based Violence,All,All,Market,South Korea,0.782
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent & Hateful Orgs & Individuals,All,All,Market,Taiwan,0.986
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Brazil,0.904
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Violent Behaviors & Criminal Activities,All,All,Market,Cambodia,0.977
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Safety & Civility - Youth Exploitation & Abuse,All,All,Market,Japan,0.957
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Animal Abuse,All,All,Market,Brazil,0.975
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Nudity & Body Exposure,All,All,Market,Kazakhstan,0.931
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexual Activity & Services,All,All,Market,Dominican Republic,0.871
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Australia,0.894
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Germany,0.8240000000000001
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Sensitive & Mature Themes - Sexually Suggestive Content,All,All,Market,Malaysia,0.93
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,"Youth Safety & Well-Being - Alcohol, Tobacco & Drugs",All,All,Market,Peru,0.958
Proactive removal rate,Quarterly,Oct-Dec 2023,Sub-policy,Youth Safety & Well-Being - Youth Exploitation & Abuse,All,All,Market,Libya,0.976
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Integrity & Authenticity,All,All,Market,Australia,0.7090000000000001
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Privacy & Security,All,All,Market,Azerbaijan,0.799
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Privacy & Security,All,All,Market,Nepal,0.7340000000000001
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Regulated Goods & Commercial Activities,All,All,All,All,0.831
Removal rate before any views,Quarterly,Oct-Dec 2023,Policy,Sensitive & Mature Themes,All,All,Market,Israel,0.8740000000000001
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,Brazil,0.2239999999999999
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Fake Engagement,All,All,Market,United Kingdom,0.992
Removal rate before any views,Quarterly,Oct-Dec 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Lebanon,0.998
